Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2018),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,County FIPS Code,Longitude,Latitude,Georeferenced Lat & Long
Lawrence,05/01/2020,0,0.4,65,86184,0,0.5,75.4,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Fulton,06/14/2020,1,0.1,17,14523,6.9,1,117.1,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Washington,08/20/2020,13,8.6,955,207346,6.3,4.1,460.6,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Elk,05/07/2020,0,0,5,30169,0,0,16.6,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Luzerne,11/08/2020,77,75.7,6219,317646,24.2,23.8,1957.8,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Union,10/21/2020,12,4.3,662,44785,26.8,9.6,1478.2,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Forest,11/19/2020,21,4,52,7279,288.5,55,714.4,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Cumberland,12/02/2020,305,141.7,5732,251423,121.3,56.4,2279.8,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Berks,10/15/2020,68,64,8106,420152,16.2,15.2,1929.3,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Delaware,04/19/2020,82,113.7,2661,564751,14.5,20.1,471.2,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Butler,11/05/2020,67,43,2107,187888,35.7,22.9,1121.4,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Northampton,09/12/2020,16,11.6,4248,304807,5.2,3.8,1393.7,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Potter,06/25/2020,1,0.3,15,16622,6,1.7,90.2,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Greene,07/18/2020,5,2.4,87,36506,13.7,6.7,238.3,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Schuylkill,10/31/2020,34,43.6,2192,142067,23.9,30.7,1542.9,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Pennsylvania,05/25/2020,369,639.1,69158,12807060,2.9,5,540,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Perry,06/30/2020,0,0.1,87,46139,0,0.3,188.6,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Franklin,06/13/2020,1,7,842,154835,0.6,4.5,543.8,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Luzerne,10/20/2020,44,47.4,4843,317646,13.9,14.9,1524.7,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Tioga,06/06/2020,0,0.3,19,40763,0,0.7,46.6,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Bradford,06/14/2020,0,0,48,60833,0,0,78.9,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Columbia,09/19/2020,1,2.7,872,65456,1.5,4.1,1332.2,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Philadelphia,12/01/2020,1469,820.9,64408,1584138,92.7,51.8,4065.8,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Clarion,04/17/2020,0,0.4,19,38779,0,1.1,49,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Lycoming,07/11/2020,2,4.3,244,113664,1.8,3.8,214.7,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Wayne,07/02/2020,2,0.4,140,51276,3.9,0.8,273,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Pike,09/06/2020,1,0.7,547,55933,1.8,1.3,978,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Columbia,11/27/2020,24,17.7,1463,65456,36.7,27.1,2235.1,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Huntingdon,10/20/2020,43,23.1,770,45168,95.2,51.2,1704.7,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Fulton,10/16/2020,0,0.4,61,14523,0,3,420,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Lackawanna,06/03/2020,13,5.9,1566,210793,6.2,2.8,742.9,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Erie,10/19/2020,19,13,1905,272061,7,4.8,700.2,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Centre,03/09/2020,0,0,0,162805,0,0,0,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Union,06/11/2020,1,1.3,81,44785,2.2,2.9,180.9,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Mercer,06/02/2020,1,0.3,109,110683,0.9,0.3,98.5,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Forest,07/18/2020,0,0,7,7279,0,0,96.2,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Warren,11/18/2020,8,5,131,39498,20.3,12.7,331.7,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Luzerne,10/14/2020,58,40.1,4569,317646,18.3,12.6,1438.4,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Chester,07/07/2020,31,23.7,3903,522046,5.9,4.5,747.6,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Blair,05/21/2020,2,1.9,49,122492,1.6,1.5,40,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Carbon,03/28/2020,6,1.4,10,64227,9.3,2.2,15.6,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Bradford,03/29/2020,0,0.9,6,60833,0,1.4,9.9,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Westmoreland,10/26/2020,68,78.3,4172,350611,19.4,22.3,1189.9,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Lebanon,04/25/2020,16,18.9,640,141314,11.3,13.3,452.9,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Bucks,03/16/2020,4,1.6,11,628195,0.6,0.3,1.8,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Monroe,03/03/2020,0,,0,169507,0,,0,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Elk,05/21/2020,0,0,6,30169,0,0,19.9,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Potter,03/30/2020,0,0.1,2,16622,0,0.9,12,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Mifflin,04/03/2020,2,0.6,4,46222,4.3,1.2,8.7,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Centre,12/03/2020,130,75.9,6666,162805,79.9,46.6,4094.5,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Sullivan,10/13/2020,0,0,15,6071,0,0,247.1,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Chester,10/22/2020,55,38.4,7822,522046,10.5,7.4,1498.3,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Allegheny,09/15/2020,71,75.4,11428,1218452,5.8,6.2,937.9,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Clinton,07/01/2020,0,0.9,80,38684,0,2.2,206.8,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Centre,07/24/2020,8,5,313,162805,4.9,3.1,192.3,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Monroe,08/10/2020,6,5.3,1642,169507,3.5,3.1,968.7,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Berks,08/02/2020,30,24.6,5224,420152,7.1,5.8,1243.4,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Elk,11/05/2020,18,10.7,258,30169,59.7,35.5,855.2,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Susquehanna,09/20/2020,0,0.9,295,40589,0,2.1,726.8,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Beaver,11/18/2020,92,59.3,3112,164742,55.8,36,1889,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Snyder,07/20/2020,1,1.1,85,40540,2.5,2.8,209.7,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Lebanon,08/28/2020,11,6.9,1713,141314,7.8,4.9,1212.2,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
York,11/30/2020,135,194.4,11347,448273,30.1,43.4,2531.3,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Susquehanna,12/04/2020,20,9.1,676,40589,49.3,22.5,1665.5,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Lawrence,07/30/2020,11,9.1,336,86184,12.8,10.6,389.9,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Northumberland,08/03/2020,7,3.4,421,91083,7.7,3.8,462.2,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Monroe,09/23/2020,6,2.3,1787,169507,3.5,1.3,1054.2,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Somerset,03/17/2020,0,0,0,73952,0,0,0,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Schuylkill,11/22/2020,70,69.3,3482,142067,49.3,48.8,2451,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Allegheny,05/06/2020,40,20,1496,1218452,3.3,1.6,122.8,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Centre,03/14/2020,0,0,0,162805,0,0,0,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Clearfield,10/20/2020,9,5.7,417,79388,11.3,7.2,525.3,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Chester,05/28/2020,41,37.4,2619,522046,7.9,7.2,501.7,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Montour,04/19/2020,0,1.4,46,18240,0,7.8,252.2,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
York,10/22/2020,74,61.6,6146,448273,16.5,13.7,1371,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Juniata,10/30/2020,1,2,244,24704,4,8.1,987.7,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Jefferson,09/05/2020,2,0.4,102,43641,4.6,1,233.7,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Lebanon,03/03/2020,0,,0,141314,0,,0,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Philadelphia,10/30/2020,452,372.4,39964,1584138,28.5,23.5,2522.8,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Mifflin,06/15/2020,1,0.1,62,46222,2.2,0.3,134.1,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Lycoming,11/20/2020,78,51.7,1660,113664,68.6,45.5,1460.4,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Mercer,06/29/2020,6,2.6,139,110683,5.4,2.3,125.6,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Susquehanna,07/25/2020,0,1,202,40589,0,2.5,497.7,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Blair,04/13/2020,1,0.9,13,122492,0.8,0.7,10.6,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Schuylkill,05/23/2020,10,8.1,591,142067,7,5.7,416,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Schuylkill,07/08/2020,4,2.1,770,142067,2.8,1.5,542,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Potter,03/20/2020,0,0.1,1,16622,0,0.9,6,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Dauphin,04/19/2020,20,21.4,406,277097,7.2,7.7,146.5,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Tioga,03/26/2020,0,0,0,40763,0,0,0,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Lycoming,12/03/2020,93,87.7,2605,113664,81.8,77.2,2291.8,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Elk,09/05/2020,1,0.1,70,30169,3.3,0.5,232,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Pike,12/04/2020,21,14.4,945,55933,37.5,25.8,1689.5,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Lebanon,07/02/2020,14,10,1373,141314,9.9,7.1,971.6,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Carbon,05/02/2020,1,2.9,190,64227,1.6,4.4,295.8,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Philadelphia,05/13/2020,206,216.7,15577,1584138,13,13.7,983.3,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Wyoming,05/04/2020,0,1.1,28,27046,0,4.2,103.5,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Cameron,05/16/2020,0,0,2,4492,0,0,44.5,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Warren,05/28/2020,0,0,3,39498,0,0,7.6,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Fulton,04/24/2020,0,0,2,14523,0,0,13.8,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Pennsylvania,03/15/2020,21,10.6,81,12807060,0.2,0.1,0.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Wayne,06/07/2020,0,0.4,124,51276,0,0.8,241.8,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Lawrence,06/06/2020,1,0.7,85,86184,1.2,0.8,98.6,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Fulton,11/02/2020,4,3,101,14523,27.5,20.7,695.4,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Huntingdon,05/24/2020,0,1.7,228,45168,0,3.8,504.8,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Lackawanna,09/17/2020,25,13.3,2362,210793,11.9,6.3,1120.5,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Bucks,08/12/2020,36,25.6,7354,628195,5.7,4.1,1170.7,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Indiana,11/21/2020,31,57.4,2181,84501,36.7,68,2581,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Cambria,05/06/2020,2,1.3,38,131730,1.5,1,28.8,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Philadelphia,07/11/2020,72,108.4,22785,1584138,4.5,6.8,1438.3,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Bedford,06/22/2020,1,2.1,69,48176,2.1,4.4,143.2,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Venango,08/14/2020,0,0.6,69,51266,0,1.1,134.6,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Franklin,05/26/2020,9,11,750,154835,5.8,7.1,484.4,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Snyder,03/18/2020,0,0,0,40540,0,0,0,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Beaver,03/04/2020,0,,0,164742,0,,0,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Luzerne,12/02/2020,338,207.4,10455,317646,106.4,65.3,3291.4,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Mifflin,03/27/2020,0,0,0,46222,0,0,0,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Lackawanna,12/05/2020,60,87.4,5789,210793,28.5,41.5,2746.3,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Columbia,11/18/2020,7,14.6,1284,65456,10.7,22.3,1961.6,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Delaware,06/10/2020,48,29.7,6834,564751,8.5,5.3,1210.1,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Chester,11/05/2020,88,68.1,8665,522046,16.9,13.1,1659.8,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Lycoming,05/13/2020,0,5.4,153,113664,0,4.8,134.6,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Beaver,05/06/2020,2,6.9,500,164742,1.2,4.2,303.5,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Cambria,06/20/2020,0,0,63,131730,0,0,47.8,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Juniata,09/29/2020,0,1.7,195,24704,0,6.9,789.3,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Montour,07/11/2020,2,0.4,78,18240,11,2.3,427.6,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Venango,05/25/2020,0,0.1,10,51266,0,0.3,19.5,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Clarion,05/15/2020,0,0.1,25,38779,0,0.4,64.5,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Greene,09/06/2020,1,1.3,156,36506,2.7,3.5,427.3,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Lehigh,04/22/2020,56,58.7,2482,368100,15.2,16,674.3,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Carbon,06/14/2020,0,1.6,259,64227,0,2.4,403.3,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Snyder,06/12/2020,0,0.7,61,40540,0,1.8,150.5,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Westmoreland,08/25/2020,15,14.7,1768,350611,4.3,4.2,504.3,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Centre,04/15/2020,1,2.1,81,162805,0.6,1.3,49.8,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Susquehanna,07/08/2020,0,0.9,190,40589,0,2.1,468.1,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Allegheny,04/22/2020,77,34.3,1230,1218452,6.3,2.8,100.9,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Armstrong,05/06/2020,0,0.6,55,65263,0,0.9,84.3,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Chester,04/15/2020,40,39.7,753,522046,7.7,7.6,144.2,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Beaver,09/05/2020,3,14.4,1719,164742,1.8,8.8,1043.4,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Adams,11/05/2020,35,18.3,1287,102811,34,17.8,1251.8,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Luzerne,09/22/2020,9,9.4,4063,317646,2.8,3,1279.1,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Franklin,05/13/2020,14,19.6,576,154835,9,12.6,372,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Washington,09/17/2020,14,12.9,1264,207346,6.8,6.2,609.6,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Fayette,05/15/2020,0,0.3,94,130441,0,0.2,72.1,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Tioga,10/16/2020,7,5,142,40763,17.2,12.3,348.4,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Venango,11/09/2020,17,18.4,448,51266,33.2,35.9,873.9,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Crawford,04/21/2020,2,0.3,21,85063,2.4,0.3,24.7,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Delaware,06/12/2020,25,30.4,6906,564751,4.4,5.4,1222.8,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Lebanon,06/07/2020,12,14.9,1076,141314,8.5,10.5,761.4,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Greene,07/13/2020,2,2.4,72,36506,5.5,6.7,197.2,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Bucks,10/02/2020,27,36.9,9039,628195,4.3,5.9,1438.9,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Franklin,09/28/2020,14,7.7,1798,154835,9,5,1161.2,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Carbon,03/26/2020,0,0.4,3,64227,0,0.7,4.7,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Huntingdon,05/17/2020,1,3.6,216,45168,2.2,7.9,478.2,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Lawrence,03/19/2020,0,0,0,86184,0,0,0,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Wayne,06/04/2020,1,0.4,123,51276,2,0.8,239.9,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Perry,03/08/2020,0,0,0,46139,0,0,0,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Montgomery,06/17/2020,32,37.6,8088,828604,3.9,4.5,976.1,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Wyoming,10/02/2020,1,0.9,82,27046,3.7,3.2,303.2,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
York,05/19/2020,7,9.1,883,448273,1.6,2,197,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Schuylkill,05/08/2020,7,6.9,450,142067,4.9,4.8,316.8,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Blair,09/30/2020,14,14.1,736,122492,11.4,11.5,600.9,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Susquehanna,08/09/2020,0,0.6,213,40589,0,1.4,524.8,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Lackawanna,08/25/2020,2,4.9,2003,210793,0.9,2.3,950.2,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Beaver,04/20/2020,0,21.7,337,164742,0,13.2,204.6,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Snyder,05/22/2020,1,0.3,41,40540,2.5,0.7,101.1,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Blair,08/02/2020,9,8.1,233,122492,7.3,6.6,190.2,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Union,04/21/2020,1,0.4,24,44785,2.2,1,53.6,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Susquehanna,05/14/2020,0,0.1,84,40589,0,0.4,207,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Sullivan,04/13/2020,0,0,1,6071,0,0,16.5,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Mckean,04/30/2020,0,0.1,9,40968,0,0.3,22,,,,
Carbon,09/26/2020,0,2.4,462,64227,0,3.8,719.3,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Erie,06/20/2020,8,10.3,539,272061,2.9,3.8,198.1,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Perry,08/18/2020,2,3.9,156,46139,4.3,8.4,338.1,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Philadelphia,11/10/2020,734,639.3,45964,1584138,46.3,40.4,2901.5,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Pennsylvania,08/12/2020,1002,820.1,122646,12807060,7.8,6.4,957.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Clinton,05/15/2020,0,0.4,44,38684,0,1.1,113.7,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Fayette,06/27/2020,1,1,117,130441,0.8,0.8,89.7,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Westmoreland,03/08/2020,0,0,0,350611,0,0,0,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Bedford,09/08/2020,5,2,188,48176,10.4,4.2,390.2,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Centre,09/27/2020,63,104,2616,162805,38.7,63.9,1606.8,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Tioga,03/13/2020,0,0,0,40763,0,0,0,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Indiana,05/13/2020,4,1,83,84501,4.7,1.2,98.2,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Lackawanna,07/10/2020,3,4.6,1757,210793,1.4,2.2,833.5,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Lehigh,07/13/2020,12,16.3,4448,368100,3.3,4.4,1208.4,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lehigh,05/05/2020,54,46.9,3101,368100,14.7,12.7,842.4,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Monroe,05/16/2020,6,4.3,1267,169507,3.5,2.5,747.5,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Northampton,09/20/2020,5,20.4,4408,304807,1.6,6.7,1446.2,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Montgomery,05/26/2020,64,66.7,6881,828604,7.7,8.1,830.4,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Centre,08/25/2020,5,3.4,434,162805,3.1,2.1,266.6,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Delaware,11/05/2020,162,127.1,14691,564751,28.7,22.5,2601.3,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Snyder,06/27/2020,2,0.6,67,40540,4.9,1.4,165.3,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Butler,11/14/2020,67,84.6,2906,187888,35.7,45,1546.7,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Mckean,10/18/2020,4,3.1,104,40968,9.8,7.7,253.9,,,,
Cumberland,04/04/2020,13,6.7,74,251423,5.2,2.7,29.4,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Cumberland,04/26/2020,17,15.6,311,251423,6.8,6.2,123.7,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
